,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,trending,updated_github_id,github_release_downloads,new_addition,gitlab_id,gitlab_url
118,django-seed,https://github.com/Brobin/django-seed,,[],example-data,Seed your Django database with fake data.,25,True,brobin/django-seed,django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,82.0,10.0,66.0,20.0,42.0,699.0,2021-10-08 16:29:50,0.3.1,13.0,5198.0,5198.0,23.0,https://pypi.org/project/django-seed,28810.0,28810.0,1.0,,,,,,
119,django-browser-reload,https://github.com/adamchainz/django-browser-reload,,[],development,Automatically reload your browser in development.,25,True,adamchainz/django-browser-reload,django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2025-04-11 15:12:50,2025-04-11 15:12:48,355.0,14.0,33.0,4.0,277.0,15.0,27.0,585.0,,,,6304.0,6304.0,6.0,https://pypi.org/project/django-browser-reload,172510.0,172510.0,2.0,,,,,,
120,vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,,[],vulnerability-database,A free and open vulnerabilities database and the packages they impact. And the tools to aggregate and correlate these..,25,True,aboutcode-org/vulnerablecode,vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,Apache-2.0,2017-05-19 07:56:17,2025-04-30 15:59:34,2025-04-30 14:51:30,2648.0,41.0,227.0,23.0,773.0,592.0,481.0,573.0,2025-03-26 16:28:59,36.0.0,48.0,,,50.0,https://pypi.org/project/vulnerablecode,1698.0,1705.0,1.0,,,388.0,,,
121,django-guid,https://github.com/snok/django-guid,,[],logging,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",25,True,snok/django-guid,django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2025-04-24 16:31:49,2025-03-27 11:46:31,208.0,3.0,27.0,7.0,107.0,6.0,24.0,461.0,2025-02-07 14:57:34,3.5.1,19.0,253.0,253.0,13.0,https://pypi.org/project/django-guid,100589.0,100589.0,3.0,,,,,,
122,Tandoor Recipes,https://github.com/TandoorRecipes/recipes,,[],recipe-management-framework,"Application for managing recipes, planning meals, building shopping lists and much much more!.",24,True,TandoorRecipes/recipes,,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2025-05-01 00:16:42,2025-04-29 02:39:17,6669.0,99.0,637.0,41.0,1420.0,262.0,1696.0,6247.0,2025-03-27 16:17:38,1.5.34,100.0,,,413.0,,,,1.0,,,,,,
123,django-compressor,https://github.com/django-compressor/django-compressor,,[],templates,Compresses linked and inline javascript or CSS into a single cached file.,24,True,django-compressor/django-compressor,django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2025-04-07 08:14:07,2025-03-17 10:15:35,1651.0,5.0,564.0,47.0,611.0,115.0,551.0,2842.0,,,,,,220.0,https://pypi.org/project/django-compressor,769825.0,769825.0,3.0,,,,,,
124,django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,,[],admin-interface,Extends the Django Admin to include a extensible dashboard and navigation menu.,24,True,django-admin-tools/django-admin-tools,django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,112.0,25.0,49.0,19.0,61.0,879.0,,,,1599.0,1599.0,82.0,https://pypi.org/project/django-admin-tools,95690.0,95690.0,3.0,,,,,,
125,django-pandas,https://github.com/chrisdev/django-pandas,,[],pandas-integration,Tools for working with pandas in your Django projects.,24,True,chrisdev/django-pandas,django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,,115.0,29.0,74.0,15.0,71.0,806.0,,,,2575.0,2575.0,35.0,https://pypi.org/project/django-pandas,124962.0,124962.0,1.0,,,,,,
126,django-dirtyfields,https://github.com/romgar/django-dirtyfields,,[],fields-versioning,Tracking dirty fields on a Django model.,24,True,romgar/django-dirtyfields,django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2025-04-18 06:15:06,2025-04-18 06:15:06,644.0,10.0,97.0,10.0,167.0,13.0,61.0,639.0,,,,657.0,657.0,44.0,https://pypi.org/project/django-dirtyfields,295954.0,295954.0,3.0,,,,,,
127,django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,,[],configuration,config and manage typed extra settings using just the django admin.,24,True,fabiocaccamo/django-extra-settings,django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2025-05-01 00:13:02,2025-04-03 13:23:31,337.0,11.0,31.0,9.0,145.0,4.0,34.0,580.0,2025-04-03 13:26:13,0.14.0,24.0,106.0,106.0,12.0,https://pypi.org/project/django-extra-settings,25149.0,25149.0,3.0,,,,,,
128,django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,,[],restful-api-ninja,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,24,True,eadwinCode/django-ninja-extra,django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2025-04-20 06:32:41,2025-04-20 06:28:42,790.0,49.0,36.0,8.0,158.0,14.0,71.0,464.0,2025-04-20 06:31:53,0.30.0,54.0,,,22.0,https://pypi.org/project/django-ninja-extra,135768.0,135768.0,2.0,,,,,,
129,django-address,https://github.com/furious-luke/django-address,,[],fields-addresses,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,24,True,furious-luke/django-address,django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,162.0,19.0,69.0,41.0,85.0,436.0,2022-05-06 20:00:17,0.2.8,7.0,471.0,471.0,22.0,https://pypi.org/project/django-address,10122.0,10122.0,1.0,,,,,,
130,django-fsm-log,https://github.com/jazzband/django-fsm-log,,[],finite-state-machine,Automatic logging for Django FSM.,24,True,jazzband/django-fsm-log,django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2025-04-28 17:16:36,2025-03-14 08:44:40,405.0,6.0,75.0,9.0,169.0,12.0,37.0,243.0,2025-03-14 08:45:29,4.0.4,15.0,158.0,158.0,28.0,https://pypi.org/project/django-fsm-log,50139.0,50139.0,2.0,,,,,,
131,django-typer,https://github.com/django-commons/django-typer,,[],management-commands,Use Typer (type hints) to define the interface for your Django management commands.,24,True,bckohan/django-typer,django-typer,https://github.com/django-commons/django-typer,MIT,2023-10-23 22:31:55,2025-04-30 18:05:02,2025-04-30 17:41:04,1015.0,171.0,3.0,3.0,69.0,13.0,128.0,188.0,2025-04-30 18:29:27,3.1.1,30.0,62.0,62.0,7.0,https://pypi.org/project/django-typer,26362.0,26362.0,3.0,,django-commons/django-typer,4.0,,,
132,Intel owl,https://github.com/intelowlproject/IntelOwl,,[],security-framework,IntelOwl: manage your Threat Intelligence at scale.,23,True,intelowlproject/IntelOwl,,https://github.com/intelowlproject/IntelOwl,AGPL-3.0,2019-12-31 15:18:52,2025-04-30 13:45:25,2025-02-25 10:34:31,2782.0,55.0,480.0,78.0,2178.0,50.0,574.0,4115.0,2025-02-20 11:23:28,6.3.1,71.0,,,68.0,,,,3.0,,,,,,
133,CISO Assistant (Community Edition),https://github.com/intuitem/ciso-assistant-community,,[],grc-framework,"CISO Assistant is a one-stop-shop for GRC, covering Risk, AppSec, Compliance/Audit Management, Privacy and supporting..",23,True,intuitem/ciso-assistant-community,,https://github.com/intuitem/ciso-assistant-community,,2023-09-20 16:47:58,2025-04-30 20:51:14,2025-04-30 16:23:46,5770.0,306.0,373.0,37.0,1478.0,79.0,313.0,2880.0,2025-04-30 20:51:14,2.4.5,100.0,,,53.0,,,,1.0,,,,,,
134,viewflow,https://github.com/viewflow/viewflow,,[],finite-state-machine,Reusable workflow library for Django.,23,True,viewflow/viewflow,viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2025-03-27 07:30:58,2025-03-27 07:30:54,208.0,6.0,405.0,104.0,105.0,19.0,333.0,2772.0,2024-04-09 05:47:09,2.0.0,3.0,350.0,350.0,2.0,https://pypi.org/project/viewflow,244.0,244.0,3.0,,,,,,
135,CheckMK,https://github.com/Checkmk/checkmk,,[],apm,Checkmk - Best-in-class infrastructure & application monitoring.,23,True,Checkmk/checkmk,,https://github.com/Checkmk/checkmk,GPL-2.0,2019-02-20 12:29:54,2025-04-30 17:56:29,2025-04-30 14:30:17,84886.0,3003.0,478.0,69.0,811.0,,,1808.0,,,,,,359.0,,,,3.0,,,,,,
136,django-multitenant,https://github.com/citusdata/django-multitenant,,[],multiple-tenants,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,23,True,citusdata/django-multitenant,django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2024-07-17 11:22:36,2024-04-30 12:19:32,297.0,,119.0,41.0,143.0,43.0,56.0,764.0,2023-09-26 15:28:27,4.0.0,15.0,72.0,72.0,25.0,https://pypi.org/project/django-multitenant,36754.0,36754.0,3.0,,,,,,
137,django-restql,https://github.com/yezyilomo/django-restql,,[],restful-api-drf,Turn your API made with Django REST Framework(DRF) into a GraphQL like API.,23,True,yezyilomo/django-restql,django-restql,https://github.com/yezyilomo/django-restql,MIT,2019-04-06 21:53:41,2025-02-14 22:17:46,2025-02-14 22:17:39,735.0,13.0,44.0,17.0,218.0,26.0,87.0,619.0,2024-01-25 14:10:50,0.15.4,44.0,326.0,326.0,6.0,https://pypi.org/project/django-restql,34800.0,34800.0,3.0,,,,,,
138,django-authtools,https://github.com/fusionbox/django-authtools,,[],custom-user,A custom User model for everybody!.,23,True,fusionbox/django-authtools,django-authtools,https://github.com/fusionbox/django-authtools,BSD-2-Clause,2013-05-20 23:19:33,2024-03-19 18:47:15,2024-03-19 18:47:10,248.0,,94.0,30.0,73.0,10.0,45.0,371.0,,,,1008.0,1008.0,31.0,https://pypi.org/project/django-authtools,11057.0,11057.0,1.0,,,,,,
139,django-mailbox,https://github.com/coddingtonbear/django-mailbox,,[],emails,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",23,True,coddingtonbear/django-mailbox,django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2025-01-11 12:47:24,2025-01-11 12:47:24,549.0,,161.0,21.0,135.0,21.0,140.0,365.0,,,,216.0,216.0,55.0,https://pypi.org/project/django-mailbox,9054.0,9054.0,3.0,,,,,,
140,django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,[],authentication-authorization,Two-factor authentication for Django Allauth.,23,True,valohai/django-allauth-2fa,django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,2015-04-04 12:31:29,2025-04-28 17:41:59,2025-01-16 06:47:14,395.0,,48.0,10.0,130.0,13.0,61.0,219.0,2025-01-16 06:52:15,0.12.0,4.0,245.0,245.0,32.0,https://pypi.org/project/django-allauth-2fa,52361.0,52361.0,3.0,,,28.0,,,
141,django-loci,https://github.com/openwisp/django-loci,,[],fields-addresses,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,23,True,openwisp/django-loci,django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2025-04-24 23:39:02,2025-04-24 23:38:45,305.0,14.0,49.0,10.0,125.0,2.0,43.0,186.0,2025-01-27 18:16:39,1.1.2,18.0,15.0,15.0,32.0,https://pypi.org/project/django-loci,2045.0,2045.0,2.0,,,,,,
142,django-slack,https://github.com/lamby/django-slack,,[],messaging,"Slack integration for Django, using the templating engine to generate messages.",22,True,lamby/django-slack,django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2024-05-10 15:34:04,2024-05-10 15:34:04,273.0,,55.0,7.0,54.0,9.0,54.0,241.0,,,,442.0,442.0,29.0,https://pypi.org/project/django-slack,99984.0,99984.0,1.0,,,,,,
143,wireup,https://github.com/maldoinc/wireup,,[],dependency-injection,"Performant, concise, and easy-to-use dependency injection container for Python 3.8+.",22,True,maldoinc/wireup,wireup,https://github.com/maldoinc/wireup,MIT,2023-08-19 22:09:32,2025-04-28 20:47:28,2025-04-27 15:39:46,659.0,162.0,13.0,5.0,20.0,14.0,35.0,167.0,2025-04-06 14:08:57,1.0.2,28.0,20.0,20.0,6.0,https://pypi.org/project/wireup,5079.0,5079.0,3.0,,,,,,
144,django-minio-storage,https://github.com/py-pa/django-minio-storage,,[],storage,A django storage driver for minio.,22,True,py-pa/django-minio-storage,django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2025-03-21 12:27:17,2025-03-21 12:27:17,228.0,1.0,54.0,6.0,60.0,12.0,72.0,156.0,2023-08-30 20:53:31,0.5.7,8.0,360.0,360.0,18.0,https://pypi.org/project/django-minio-storage,31727.0,31727.0,3.0,,,,,,
145,django-tailwind-cli,https://github.com/django-commons/django-tailwind-cli,,[],mvt-tailwind-css-framework-integration,Django and Tailwind integration based on the prebuilt Tailwind CSS CLI.,22,True,oliverandrich/django-tailwind-cli,django-tailwind-cli,https://github.com/django-commons/django-tailwind-cli,MIT,2022-10-23 16:09:40,2025-04-28 23:45:24,2025-04-21 17:06:56,490.0,28.0,16.0,5.0,121.0,2.0,31.0,138.0,2025-04-07 16:58:39,4.2.3,18.0,64.0,64.0,15.0,https://pypi.org/project/django-tailwind-cli,10466.0,10472.0,3.0,,django-commons/django-tailwind-cli,42.0,,,
146,librephotos,https://github.com/LibrePhotos/librephotos,,[],photo-management-framework,A self-hosted open source photo management service. This is the repository of the backend.,21,True,LibrePhotos/librephotos,,https://github.com/LibrePhotos/librephotos,MIT,2020-11-11 23:08:19,2025-04-28 19:03:47,2025-04-28 18:28:02,2266.0,106.0,329.0,61.0,677.0,268.0,620.0,7283.0,,,,,,77.0,,,,1.0,,,,,,
147,Gerapy,https://github.com/Gerapy/Gerapy,,[],crawler-management-system,"Distributed Crawler Management Framework Based on Scrapy, Scrapyd, Django and Vue.js.",21,True,Gerapy/Gerapy,,https://github.com/Gerapy/Gerapy,MIT,2017-06-30 03:58:27,2024-10-29 22:08:29,2024-09-07 00:49:42,631.0,,640.0,125.0,100.0,66.0,150.0,3436.0,2023-07-19 18:55:56,0.9.13,16.0,147.0,147.0,17.0,,,,1.0,,,,,,
148,wemake-django-template,https://github.com/wemake-services/wemake-django-template,,[],reusable-app-templates,Bleeding edge django template focused on code quality and security.,21,True,wemake-services/wemake-django-template,,https://github.com/wemake-services/wemake-django-template,MIT,2017-09-14 09:23:23,2025-04-25 08:05:51,2025-04-25 08:05:51,2659.0,35.0,218.0,34.0,2260.0,22.0,521.0,2079.0,2023-09-05 07:57:33,goodbye-3.9,3.0,,,51.0,,,,1.0,,,,,,
149,django-autofixture,https://github.com/gregmuellegger/django-autofixture,,[],example-data,Can create auto-generated test data.,21,False,gregmuellegger/django-autofixture,django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2024-06-22 18:12:25,2017-03-03 07:13:17,343.0,,88.0,14.0,64.0,19.0,37.0,463.0,,,,869.0,869.0,34.0,https://pypi.org/project/django-autofixture,3913.0,3913.0,2.0,,,,,,
150,django-getpaid,https://github.com/django-getpaid/django-getpaid,,[],payment-subscriptions,Django payments processor.,21,True,django-getpaid/django-getpaid,django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2025-03-12 15:38:47,2025-03-12 15:38:47,406.0,1.0,106.0,20.0,93.0,3.0,58.0,442.0,2020-04-19 09:05:46,2.0.0,6.0,49.0,49.0,31.0,https://pypi.org/project/django-getpaid,4215.0,4215.0,2.0,,,,,,
151,django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,[],fake-data,A complete library to create dynamic model instances for testing purposes.,21,True,paulocheque/django-dynamic-fixture,django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2024-10-10 11:01:49,2024-10-10 11:01:49,437.0,,62.0,18.0,95.0,7.0,64.0,388.0,,,,1257.0,1257.0,37.0,https://pypi.org/project/django-dynamic-fixture,71196.0,71196.0,3.0,,,,,,
152,aiosmtpd,https://github.com/aio-libs/aiosmtpd,,[],emails,A reimplementation of the Python stdlib smtpd.py based on asyncio.,21,True,aio-libs/aiosmtpd,aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2025-04-11 07:49:23,2025-04-11 07:48:08,850.0,3.0,94.0,12.0,356.0,67.0,114.0,338.0,2024-05-18 11:37:43,1.4.6,16.0,,,44.0,https://pypi.org/project/aiosmtpd,406442.0,406449.0,3.0,,,563.0,,,
153,django-google-maps,https://github.com/madisona/django-google-maps,,[],fields-addresses,Using the Google Maps API with django model admin.,21,True,madisona/django-google-maps,django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2024-03-03 01:07:44,2022-03-22 11:44:40,82.0,,95.0,18.0,46.0,12.0,35.0,283.0,2022-03-22 11:47:01,0.13.0,3.0,691.0,691.0,19.0,https://pypi.org/project/django-google-maps,29318.0,29318.0,3.0,,,,,,
154,django-click,https://github.com/django-commons/django-click,,[],management-commands,Write Django management command using the click CLI library.,21,True,GaretJax/django-click,django-click,https://github.com/django-commons/django-click,MIT,2015-09-10 22:48:53,2025-02-27 13:17:47,2025-02-27 13:16:30,143.0,3.0,21.0,6.0,30.0,8.0,10.0,261.0,2025-02-27 13:17:47,2.4.1,11.0,344.0,344.0,13.0,https://pypi.org/project/django-click,55729.0,55729.0,3.0,,django-commons/django-click,,,,
155,django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,,[],mvt-bootstrap-css-framework-integration,Bootstrap 5 integration with Django.,21,True,zelenij/django-bootstrap-v5,django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2024-02-01 02:40:27,2024-01-07 14:31:05,937.0,,42.0,5.0,12.0,8.0,16.0,102.0,,,,9938.0,9938.0,138.0,https://pypi.org/project/django-bootstrap-v5,58733.0,58733.0,3.0,,,,,,
156,saas-boilerplate,https://github.com/apptension/saas-boilerplate,,[],project-templates,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS...",20,True,apptension/saas-boilerplate,,https://github.com/apptension/saas-boilerplate,MIT,2020-04-14 09:31:26,2025-04-24 18:58:10,2025-03-09 09:43:20,986.0,15.0,326.0,19.0,468.0,45.0,149.0,2500.0,2024-09-27 11:30:40,4.1.1,24.0,,,41.0,,,,1.0,,,,,,
157,pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,,[],payment-subscriptions,a payments Django app for Stripe.,20,True,pinax/pinax-stripe-light,pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,269.0,31.0,348.0,68.0,229.0,687.0,2021-11-28 02:09:03,5.0.0,9.0,,,72.0,https://pypi.org/project/pinax-stripe-light,137.0,137.0,2.0,,,,,,
158,django-template-partials,https://github.com/carltongibson/django-template-partials,,[],templates,Reusable named inline partials for the Django Template Language.,20,True,carltongibson/django-template-partials,django-template-partials,https://github.com/carltongibson/django-template-partials,MIT,2023-05-17 18:22:35,2025-04-30 05:51:46,2025-04-30 05:51:46,54.0,3.0,31.0,19.0,38.0,10.0,22.0,552.0,,,,321.0,321.0,17.0,https://pypi.org/project/django-template-partials,57004.0,57004.0,3.0,,,,,,
159,djantic,https://github.com/jordaneremieff/djantic,,[],pydantic-integration,Pydantic model support for Django.,20,True,jordaneremieff/djantic,djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,33.0,7.0,38.0,13.0,28.0,462.0,2022-04-14 10:14:45,0.7.0,15.0,84.0,84.0,4.0,https://pypi.org/project/djantic,9673.0,9673.0,2.0,,,,,,
160,inertia-django,https://github.com/inertiajs/inertia-django,,[],templates,The Django adapter for Inertia.js.,20,True,inertiajs/inertia-django,inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2025-04-19 02:46:33,2025-04-19 02:46:33,73.0,15.0,41.0,11.0,38.0,6.0,32.0,421.0,,,,131.0,131.0,14.0,https://pypi.org/project/inertia-django,12642.0,12642.0,3.0,,,,,,
161,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,,[],graphql-api,Django registration and authentication with GraphQL.,20,True,PedroBern/django-graphql-auth,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2024-08-06 13:07:28,2022-06-17 09:46:13,276.0,,105.0,20.0,62.0,61.0,44.0,333.0,,,,740.0,740.0,16.0,https://pypi.org/project/django-graphql-auth,9345.0,9345.0,3.0,,,,,,
162,django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,,[],payment-subscriptions,PayPal integration for django-oscar. Can be used without Oscar too.,20,True,django-oscar/django-oscar-paypal,django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,195.0,33.0,203.0,23.0,69.0,165.0,,,,161.0,161.0,51.0,https://pypi.org/project/django-oscar-paypal,956.0,956.0,2.0,,,,,,
163,django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,,[],fields-addresses,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",20,True,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2024-06-20 12:43:20,2024-06-20 12:43:20,217.0,,22.0,3.0,12.0,5.0,23.0,68.0,2024-03-18 23:36:39,2.1.0,23.0,487.0,487.0,8.0,https://pypi.org/project/django-mapbox-location-field,1388.0,1388.0,3.0,,,,,,
164,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,,[],event-bus,Kafka implementation for Open edX event bus.,20,False,openedx/event-bus-kafka,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,AGPL-3.0,2022-06-11 18:50:06,2025-04-30 11:56:21,2025-04-30 11:56:20,272.0,18.0,4.0,38.0,270.0,7.0,33.0,7.0,2025-04-11 10:07:44,6.1.0,68.0,,,24.0,https://pypi.org/project/edx-event-bus-kafka,61074.0,61074.0,1.0,,,,,,
165,django-rules,https://github.com/dfunckt/django-rules,,[],authorization,"Awesome Django authorization, without the database.",19,True,dfunckt/django-rules,django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57,2024-09-02 16:01:04,2024-09-02 15:58:32,214.0,,145.0,38.0,83.0,27.0,86.0,1902.0,2024-09-02 16:01:04,3.5.0,22.0,,,32.0,https://pypi.org/project/django-rules,168.0,168.0,1.0,,,,,,
166,django-controlcenter,https://github.com/byashimov/django-controlcenter,,[],admin-interface,Set of widgets to build dashboards for Django projects.,19,True,byashimov/django-controlcenter,django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2025-03-25 19:41:03,2025-03-25 19:39:05,206.0,2.0,82.0,45.0,37.0,10.0,24.0,996.0,,,,92.0,92.0,19.0,https://pypi.org/project/django-controlcenter,6787.0,6787.0,3.0,,,,,,
167,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,[],value-as-a-service-framework,Django application for software-as-service and subscription businesses.,19,True,djaodjin/djaodjin-saas,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2025-04-10 13:56:05,2025-04-10 13:55:55,1967.0,31.0,129.0,23.0,197.0,14.0,98.0,589.0,,,,12.0,12.0,13.0,https://pypi.org/project/djaodjin-saas,2059.0,2059.0,1.0,,,,,,
168,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,[],admin-interface-actions,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,19,True,jazzband/django-admin-sortable,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,133.0,16.0,121.0,10.0,132.0,567.0,,,,740.0,740.0,81.0,https://pypi.org/project/django-admin-sortable,32851.0,32851.0,3.0,,,,,,
169,django-fixture-magic,https://github.com/davedash/django-fixture-magic,,[],example-data,Utilities to extract and manipulate Django Fixtures.,19,True,davedash/django-fixture-magic,django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,89.0,7.0,57.0,12.0,23.0,389.0,,,,171.0,171.0,36.0,https://pypi.org/project/django-fixture-magic,20912.0,20912.0,3.0,,,,,,
170,django-data-browser,https://github.com/tolomea/django-data-browser,,[],data-exploration,Django app for user friendly querying of Django models.,19,True,tolomea/django-data-browser,django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,,27.0,9.0,39.0,6.0,32.0,363.0,,,,38.0,38.0,10.0,https://pypi.org/project/django-data-browser,9244.0,9244.0,1.0,,,,,,
171,django-custom-user,https://github.com/jcugat/django-custom-user,,[],custom-user,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,19,True,jcugat/django-custom-user,django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,60.0,16.0,58.0,1.0,23.0,317.0,,,,283.0,283.0,12.0,https://pypi.org/project/django-custom-user,24603.0,24603.0,2.0,,,,,,
172,django-rich,https://github.com/adamchainz/django-rich,,[],management-commands,Extensions for using Rich with Django.,19,True,adamchainz/django-rich,django-rich,https://github.com/adamchainz/django-rich,MIT,2021-11-25 12:48:29,2025-04-11 15:12:55,2025-04-11 15:12:53,304.0,13.0,11.0,4.0,238.0,4.0,9.0,133.0,,,,185.0,185.0,6.0,https://pypi.org/project/django-rich,109250.0,109250.0,3.0,,,,,,
173,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,,[],admin-interface-filters,Numeric filters for Django admin.,19,True,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,35.0,3.0,18.0,5.0,14.0,78.0,2023-02-16 07:52:21,0.1.9,3.0,207.0,207.0,14.0,https://pypi.org/project/django-admin-numeric-filter,17880.0,17880.0,1.0,,,,,,
174,shynet,https://github.com/milesmcc/shynet,,[],analytics-framework,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",18,True,milesmcc/shynet,shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-12-19 05:45:00,2024-12-19 05:45:00,517.0,,197.0,28.0,147.0,50.0,145.0,3018.0,2023-07-28 03:19:15,0.13.1,37.0,,,38.0,https://pypi.org/project/shynet,,,1.0,,,,,,
