,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
127,saas-boilerplate,apptension/saas-boilerplate,,[],project-templates,https://github.com/apptension/saas-boilerplate,https://github.com/apptension/saas-boilerplate,MIT,2020-04-14 09:31:26,2025-02-12 10:18:56,2025-02-10 12:47:28,984.0,16.0,305.0,21.0,458.0,43.0,148.0,2417.0,2024-09-27 11:30:40,4.1.1,24.0,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS...",,,41.0,,,,21,True,1.0,,,,,
128,pinax-stripe-light,pinax/pinax-stripe-light,pinax-stripe-light,[],payment-subscriptions,https://github.com/pinax/pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,269.0,32.0,348.0,68.0,229.0,687.0,2021-11-28 02:09:03,5.0.0,9.0,a payments Django app for Stripe.,,,72.0,https://pypi.org/project/pinax-stripe-light,508.0,508.0,21,True,2.0,,,,,
129,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2024-06-22 18:12:25,2017-03-03 07:13:17,343.0,,88.0,15.0,64.0,19.0,37.0,461.0,,,,Can create auto-generated test data.,867.0,867.0,34.0,https://pypi.org/project/django-autofixture,2615.0,2615.0,21,False,2.0,,,,,
130,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2024-10-10 11:01:49,2024-10-10 11:01:49,437.0,,62.0,19.0,95.0,6.0,64.0,389.0,,,,A complete library to create dynamic model instances for testing purposes.,1239.0,1239.0,37.0,https://pypi.org/project/django-dynamic-fixture,70917.0,70917.0,21,True,3.0,,,,,
131,aiosmtpd,aio-libs/aiosmtpd,aiosmtpd,[],emails,https://github.com/aio-libs/aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2025-02-19 17:48:50,2025-02-19 17:34:14,849.0,3.0,92.0,13.0,345.0,64.0,114.0,329.0,2024-05-18 11:37:43,1.4.6,16.0,A reimplementation of the Python stdlib smtpd.py based on asyncio.,,,43.0,https://pypi.org/project/aiosmtpd,422268.0,422275.0,21,True,3.0,,556.0,,,
132,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2024-03-03 01:07:44,2022-03-22 11:44:40,82.0,,95.0,19.0,46.0,12.0,35.0,282.0,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,687.0,687.0,19.0,https://pypi.org/project/django-google-maps,14845.0,14845.0,21,True,3.0,,,,,
133,django-tailwind-cli,oliverandrich/django-tailwind-cli,django-tailwind-cli,[],mvt-tailwind-css-framework-integration,https://github.com/django-commons/django-tailwind-cli,https://github.com/django-commons/django-tailwind-cli,MIT,2022-10-23 16:09:40,2025-02-14 21:29:56,2025-02-14 21:29:44,473.0,23.0,15.0,6.0,119.0,3.0,28.0,123.0,2025-02-13 21:56:40,4.1.0,14.0,Django and Tailwind integration based on the prebuilt Tailwind CSS CLI.,51.0,51.0,14.0,https://pypi.org/project/django-tailwind-cli,6580.0,6587.0,21,True,3.0,django-commons/django-tailwind-cli,28.0,,,
134,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-bootstrap-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2024-02-01 02:40:27,2024-01-07 14:31:05,937.0,,42.0,5.0,12.0,8.0,16.0,103.0,,,,Bootstrap 5 integration with Django.,9623.0,9623.0,138.0,https://pypi.org/project/django-bootstrap-v5,57810.0,57810.0,21,True,3.0,,,,,
135,django-rules,dfunckt/django-rules,django-rules,[],authorization,https://github.com/dfunckt/django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57,2024-09-02 16:01:04,2024-09-02 15:58:32,214.0,,145.0,38.0,82.0,27.0,86.0,1885.0,2024-09-02 16:01:04,3.5.0,22.0,"Awesome Django authorization, without the database.",,,32.0,https://pypi.org/project/django-rules,169.0,169.0,20,True,1.0,,,,,
136,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2024-08-06 13:07:28,2022-06-17 09:46:13,276.0,,103.0,21.0,62.0,61.0,44.0,334.0,,,,Django registration and authentication with GraphQL.,736.0,736.0,16.0,https://pypi.org/project/django-graphql-auth,7888.0,7888.0,20,True,3.0,,,,,
137,django-oscar-paypal,django-oscar/django-oscar-paypal,django-oscar-paypal,[],payment-subscriptions,https://github.com/django-oscar/django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,195.0,34.0,203.0,23.0,69.0,165.0,,,,PayPal integration for django-oscar. Can be used without Oscar too.,161.0,161.0,51.0,https://pypi.org/project/django-oscar-paypal,861.0,861.0,20,True,2.0,,,,,
138,wireup,maldoinc/wireup,wireup,[],dependency-injection,https://github.com/maldoinc/wireup,https://github.com/maldoinc/wireup,MIT,2023-08-19 22:09:32,2025-02-20 20:30:03,2025-02-09 18:03:39,498.0,32.0,9.0,4.0,13.0,18.0,26.0,118.0,2025-01-29 20:24:37,0.16.0,25.0,"Performant, concise, and easy-to-use dependency injection container for Python 3.8+.",11.0,11.0,4.0,https://pypi.org/project/wireup,3633.0,3633.0,20,True,3.0,,,,,
139,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2024-06-20 12:43:20,2024-06-20 12:43:20,217.0,,22.0,4.0,12.0,5.0,23.0,67.0,2024-03-18 23:36:39,2.1.0,23.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",408.0,408.0,8.0,https://pypi.org/project/django-mapbox-location-field,1443.0,1443.0,20,True,3.0,,,,,
140,django-react-boilerplate,vintasoftware/django-react-boilerplate,,[],project-templates,https://github.com/vintasoftware/django-react-boilerplate,https://github.com/vintasoftware/django-react-boilerplate,MIT,2016-07-19 20:37:29,2025-02-14 17:39:14,2025-02-14 17:36:51,1178.0,6.0,498.0,61.0,380.0,26.0,271.0,2078.0,,,,"Django 5, React, Bootstrap 5 with Python 3 and Webpack project boilerplate.",,,52.0,,,,19,True,1.0,,,,,
141,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,,83.0,46.0,37.0,10.0,24.0,990.0,,,,Set of widgets to build dashboards for Django projects.,90.0,90.0,18.0,https://pypi.org/project/django-controlcenter,5901.0,5901.0,19,True,3.0,,,,,
142,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,133.0,17.0,121.0,10.0,132.0,568.0,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,730.0,730.0,80.0,https://pypi.org/project/django-admin-sortable,34477.0,34477.0,19,True,3.0,,,,,
143,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,32.0,7.0,38.0,13.0,28.0,461.0,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,80.0,80.0,4.0,https://pypi.org/project/djantic,7929.0,7929.0,19,True,2.0,,,,,
144,inertia-django,inertiajs/inertia-django,inertia-django,[],templates,https://github.com/inertiajs/inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2025-02-13 18:23:18,2025-02-13 18:23:11,59.0,19.0,36.0,10.0,31.0,10.0,27.0,396.0,,,,The Django adapter for Inertia.js.,130.0,130.0,12.0,https://pypi.org/project/inertia-django,5021.0,5021.0,19,True,3.0,,,,,
145,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,88.0,8.0,57.0,12.0,23.0,388.0,,,,Utilities to extract and manipulate Django Fixtures.,171.0,171.0,36.0,https://pypi.org/project/django-fixture-magic,20413.0,20413.0,19,True,3.0,,,,,
146,django-custom-user,jcugat/django-custom-user,django-custom-user,[],custom-user,https://github.com/jcugat/django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,60.0,17.0,58.0,1.0,23.0,317.0,,,,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,282.0,282.0,12.0,https://pypi.org/project/django-custom-user,9958.0,9958.0,19,True,2.0,,,,,
147,silver,silverapp/silver,silver,[],payment-subscriptions,https://github.com/silverapp/silver,https://github.com/silverapp/silver,,2014-10-07 11:39:38,2025-01-21 10:45:12,2025-01-21 10:45:07,1863.0,4.0,76.0,22.0,310.0,51.0,337.0,304.0,,,,Automated billing and payments for Django with a REST API.,11.0,11.0,24.0,https://pypi.org/project/silver,297.0,297.0,19,True,2.0,,,,,
148,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2024-09-26 17:53:55,2024-09-26 17:53:55,140.0,,20.0,7.0,29.0,8.0,10.0,255.0,2024-08-01 13:51:13,0.1.0,10.0,Write Django management command using the click CLI library.,338.0,338.0,13.0,https://pypi.org/project/django-click,54273.0,54273.0,19,True,3.0,,,,,
149,django-rich,adamchainz/django-rich,django-rich,[],management-commands,https://github.com/adamchainz/django-rich,https://github.com/adamchainz/django-rich,MIT,2021-11-25 12:48:29,2025-02-19 12:08:55,2025-02-19 12:08:53,301.0,16.0,10.0,5.0,236.0,4.0,9.0,127.0,,,,Extensions for using Rich with Django.,175.0,175.0,6.0,https://pypi.org/project/django-rich,80826.0,80826.0,19,True,3.0,,,,,
150,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2025-02-17 12:42:41,2025-02-10 13:47:20,236.0,16.0,7.0,3.0,203.0,,4.0,87.0,2024-12-01 13:33:32,2.3.0,14.0,Pydantic model support for Django & Django-Rest-Framework.,21.0,21.0,8.0,https://pypi.org/project/pyngo,6072.0,6072.0,19,True,2.0,,,,,
151,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,35.0,4.0,18.0,5.0,14.0,79.0,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,203.0,203.0,14.0,https://pypi.org/project/django-admin-numeric-filter,17305.0,17305.0,19,True,1.0,,,,,
152,shynet,milesmcc/shynet,shynet,[],analytics-framework,https://github.com/milesmcc/shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-12-19 05:45:00,2024-12-19 05:45:00,517.0,1.0,196.0,27.0,147.0,50.0,145.0,2985.0,2023-07-28 03:19:15,0.13.1,37.0,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",,,38.0,https://pypi.org/project/shynet,,,18,True,1.0,,,,,
153,merchant,agiliq/merchant,merchant,[],payment-subscriptions,https://github.com/agiliq/merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,163.0,59.0,86.0,23.0,42.0,1020.0,,,4.0,A Django app to accept payments from various payment processors via Pluggable backends.,33.0,33.0,49.0,https://pypi.org/project/merchant,,,18,False,2.0,,,,,
154,Autotest (fully automated testing primarily designed to test the Linux kernel) dashboard backend.,autotest/autotest,,[],test-automation-system,https://github.com/autotest/autotest,https://github.com/autotest/autotest,,2011-09-19 15:25:16,2024-02-21 07:51:13,2023-12-01 05:16:01,7843.0,,342.0,127.0,676.0,117.0,288.0,711.0,,,,Autotest - Fully automated tests on Linux.,35.0,35.0,295.0,,,,18,True,1.0,,,,,
155,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2024-08-11 12:15:04,2024-08-11 12:15:01,511.0,,61.0,11.0,157.0,6.0,51.0,619.0,,,,Useful additions to Djangos default TestCase.,,,35.0,https://pypi.org/project/django-test-plus,68197.0,68197.0,18,True,3.0,,,,,
156,djaodjin-saas,djaodjin/djaodjin-saas,djaodjin-saas,[],value-as-a-service-framework,https://github.com/djaodjin/djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2025-02-20 02:44:09,2025-02-20 02:43:23,1948.0,30.0,127.0,24.0,194.0,14.0,98.0,579.0,,,,Django application for software-as-service and subscription businesses.,12.0,12.0,12.0,https://pypi.org/project/djaodjin-saas,1040.0,1040.0,18,True,1.0,,,,,
157,django-template-partials,carltongibson/django-template-partials,django-template-partials,[],templates,https://github.com/carltongibson/django-template-partials,https://github.com/carltongibson/django-template-partials,MIT,2023-05-17 18:22:35,2025-02-03 08:12:19,2025-02-03 08:12:19,52.0,1.0,21.0,18.0,34.0,10.0,19.0,526.0,,,,Reusable named inline partials for the Django Template Language.,274.0,274.0,15.0,https://pypi.org/project/django-template-partials,44502.0,44502.0,18,True,3.0,,,,,
158,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-11-18 05:40:33,2024-02-16 03:05:10,153.0,,75.0,18.0,44.0,41.0,32.0,389.0,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,159387.0,159387.0,18,True,1.0,,,,,
159,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,,28.0,10.0,39.0,6.0,32.0,360.0,,,,Django app for user friendly querying of Django models.,36.0,36.0,10.0,https://pypi.org/project/django-data-browser,4357.0,4357.0,18,True,1.0,,,,,
160,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-bulma-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2024-07-09 19:26:41,2024-06-26 09:43:36,131.0,,55.0,15.0,43.0,5.0,38.0,343.0,,,,Bulma theme for Django.,527.0,527.0,15.0,https://pypi.org/project/django-bulma,4655.0,4655.0,18,True,1.0,,,,,
161,django-oauth2-provider,caffeinehit/django-oauth2-provider,django-oauth2-provider,[],authentication-authorization,https://github.com/caffeinehit/django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,MIT,2012-01-18 17:05:36,2024-08-12 23:29:21,2023-02-03 07:57:29,208.0,,185.0,25.0,92.0,40.0,25.0,336.0,,,,Provide OAuth2 access to your app.,,,16.0,https://pypi.org/project/django-oauth2-provider,8709.0,8709.0,18,True,3.0,,,,,
162,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2024-04-15 10:40:23,2022-10-25 08:26:59,123.0,,94.0,29.0,66.0,19.0,20.0,202.0,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,375.0,375.0,32.0,https://pypi.org/project/django-fsm-admin,17309.0,17309.0,18,True,3.0,,,,,
163,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2024-05-09 01:48:26,2019-05-10 16:41:45,129.0,,66.0,6.0,24.0,9.0,7.0,194.0,,,,Fernet symmetric encryption for Django model fields.,720.0,720.0,9.0,https://pypi.org/project/django-fernet-fields,26400.0,26400.0,18,False,1.0,,,,,
164,django-improved-user,jambonsw/django-improved-user,django-improved-user,[],custom-user,https://github.com/jambonrose/django-improved-user,https://github.com/jambonrose/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2025-02-17 18:34:37,2024-08-08 13:18:10,128.0,,13.0,3.0,311.0,,10.0,150.0,2024-08-06 20:41:37,2.1.0,8.0,A custom Django user that authenticates via email. Follows identity and authentication best practices.,44.0,44.0,8.0,https://pypi.org/project/django-improved-user,3147.0,3147.0,18,True,3.0,jambonrose/django-improved-user,,,,
165,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,52.0,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,3189.0,3189.0,4.0,https://pypi.org/project/django-phone-field,26647.0,26647.0,18,True,3.0,,,,,
166,falco,Tobi-De/falco,falco,[],project-templates,https://github.com/falcopackages/falco-cli,https://github.com/falcopackages/falco-cli,,2023-12-15 15:05:56,2024-12-31 09:14:42,2024-12-31 09:14:42,577.0,12.0,19.0,8.0,44.0,4.0,62.0,384.0,2024-10-01 12:12:17,0.26.4,57.0,Enhance your Django developer experience: CLI and Guides for the Modern Django Developer.,16.0,16.0,8.0,https://pypi.org/project/falco,120.0,120.0,17,True,2.0,falcopackages/falco-cli,,,,
167,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,90.0,15.0,38.0,5.0,19.0,259.0,,,,A simple API to send SMS messages. It is modeled after the django email api.,383.0,383.0,19.0,https://pypi.org/project/django-sendsms,4296.0,4296.0,17,True,2.0,,,,,
168,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,84.0,8.0,30.0,27.0,16.0,232.0,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,259.0,259.0,10.0,https://pypi.org/project/django-audit-log,2373.0,2373.0,17,False,3.0,,,,,
169,django-fastdev,boxed/django-fastdev,django-fastdev,[],development,https://github.com/boxed/django-fastdev,https://github.com/boxed/django-fastdev,BSD-3-Clause,2020-08-07 11:45:15,2024-12-31 12:22:49,2024-12-31 12:22:49,122.0,4.0,16.0,9.0,22.0,16.0,18.0,180.0,,,,"An app to make it safer, faster and more fun to develop in Django.",99.0,99.0,11.0,https://pypi.org/project/django-fastdev,13392.0,13392.0,17,True,3.0,,,,,
170,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,2.0,12.0,93.0,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",98.0,98.0,9.0,https://pypi.org/project/django-mirage-field,16805.0,16805.0,17,True,2.0,,,,,
171,django-rest-pandas,wq/django-rest-pandas,django-rest-pandas,[],restful-api-drf,https://github.com/wq/django-rest-pandas,https://github.com/wq/django-rest-pandas,MIT,2014-01-08 00:20:37,2024-07-05 09:56:33,2024-04-04 16:54:21,207.0,,121.0,49.0,13.0,8.0,32.0,1258.0,2019-03-28 04:18:00,1.1.0,12.0,Serves up Pandas dataframes via the Django REST Framework for use in client-side (i.e. d3.js) visualizations and..,,,3.0,https://pypi.org/project/django-rest-pandas,,,16,True,3.0,,,,,
172,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,93.0,11.0,110.0,38.0,49.0,944.0,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,158746.0,158746.0,16,True,3.0,,,,,
173,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,12.0,16.0,12.0,7.0,235.0,,,,Safely separate multiple tenants in a Django database.,108.0,108.0,6.0,https://pypi.org/project/django-scopes,13118.0,13118.0,16,True,3.0,,,,,
174,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,10.0,8.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,317.0,317.0,5.0,https://pypi.org/project/django-fieldsignals,35851.0,35851.0,16,True,3.0,,,,,
175,djantic2,jonathan-s/djantic2,djantic,[],pydantic-integration,https://github.com/jonathan-s/djantic2,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2024-12-08 20:58:35,2024-12-08 20:58:20,154.0,2.0,6.0,4.0,10.0,2.0,7.0,65.0,2024-12-08 21:07:39,1.0.5,4.0,Pydantic model support for Django.,5.0,5.0,8.0,https://pypi.org/project/djantic,7929.0,7929.0,16,True,3.0,,,,,
176,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,39.0,12.0,13.0,4.0,8.0,446.0,,,,Keep track of your statistics.,28.0,28.0,9.0,https://pypi.org/project/django-trackstats,2420.0,2420.0,15,True,1.0,,,,,
177,pytailwindcss,timonweb/pytailwindcss,pytailwindcss,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2023-06-23 21:23:14,2023-06-23 21:22:46,27.0,,9.0,6.0,2.0,5.0,7.0,331.0,,,,,424.0,424.0,2.0,https://pypi.org/project/pytailwindcss,14318.0,14318.0,15,False,3.0,,,,,
178,django-flexible-subscriptions,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,[],payment-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2024-06-21 14:11:55,2020-09-11 20:55:19,197.0,,53.0,4.0,268.0,27.0,23.0,251.0,,,,A subscription and recurrent billing application for Django.,30.0,30.0,14.0,https://pypi.org/project/django-flexible-subscriptions,492.0,492.0,15,True,3.0,,,,,
179,django-bitcoin,kangasbros/django-bitcoin,django-bitcoin,[],payment-subscriptions,https://github.com/kangasbros/django-bitcoin,https://github.com/kangasbros/django-bitcoin,MIT,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,32.0,25.0,11.0,7.0,180.0,,,,bitcoin payment management for django.,20.0,20.0,18.0,https://pypi.org/project/django-bitcoin,59.0,59.0,15,False,3.0,,,,,
180,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,,37.0,39.0,55.0,4.0,17.0,139.0,2020-03-06 22:55:21,0.0.8,1.0,,15.0,15.0,23.0,https://pypi.org/project/django-prbac,4488.0,4488.0,15,False,3.0,,,,,
181,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2024-08-20 04:45:43,2024-01-27 19:22:43,70.0,,15.0,4.0,31.0,14.0,18.0,132.0,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",96.0,96.0,6.0,https://pypi.org/project/django-admin-confirm,50231.0,50231.0,15,True,3.0,,,,,
182,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2024-02-29 17:10:37,2024-02-29 17:10:34,262.0,,20.0,13.0,8.0,4.0,5.0,88.0,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,28.0,28.0,3.0,https://pypi.org/project/dj-paypal,623.0,623.0,15,True,3.0,,,,,
183,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,23.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,17.0,17.0,2.0,https://pypi.org/project/django-subscriptions,5780.0,5780.0,15,True,3.0,,,,,
184,django-use-email-as-username,jmfederico/django-use-email-as-username,django-use-email-as-username,[],custom-user,https://github.com/jmfederico/django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2024-09-09 13:11:23,2024-09-09 13:11:23,115.0,,11.0,4.0,4.0,,14.0,72.0,,,,A Django app to use email as username for user authentication.,296.0,296.0,3.0,https://pypi.org/project/django-use-email-as-username,3745.0,3745.0,15,True,3.0,,,,,
