,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,trending,updated_github_id,github_release_downloads,gitlab_id,gitlab_url
177,django-test-plus,https://github.com/revsys/django-test-plus,,[],testing,Useful additions to Djangos default TestCase.,19,True,revsys/django-test-plus,django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2025-06-24 15:41:02,2025-06-24 15:41:02,515.0,4.0,61.0,10.0,158.0,7.0,52.0,625.0,,,,,,36.0,https://pypi.org/project/django-test-plus,81253.0,81253.0,3.0,,,,,
178,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,[],admin-interface-actions,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,19,True,jazzband/django-admin-sortable,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,133.0,16.0,121.0,10.0,132.0,568.0,,,,751.0,751.0,81.0,https://pypi.org/project/django-admin-sortable,29863.0,29863.0,3.0,,,,,
179,djantic,https://github.com/jordaneremieff/djantic,,[],pydantic-integration,Pydantic model support for Django.,19,True,jordaneremieff/djantic,djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,33.0,7.0,38.0,13.0,28.0,465.0,2022-04-14 10:14:45,0.7.0,15.0,85.0,85.0,4.0,https://pypi.org/project/djantic,7642.0,7642.0,2.0,,,,,
180,inertia-django,https://github.com/inertiajs/inertia-django,,[],templates,The Django adapter for Inertia.js.,19,True,inertiajs/inertia-django,inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2025-06-21 01:31:40,2025-06-21 01:31:36,77.0,5.0,43.0,11.0,41.0,9.0,32.0,454.0,,,,142.0,142.0,14.0,https://pypi.org/project/inertia-django,9189.0,9189.0,3.0,,,,,
181,django-fixture-magic,https://github.com/davedash/django-fixture-magic,,[],example-data,Utilities to extract and manipulate Django Fixtures.,19,True,davedash/django-fixture-magic,django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,91.0,7.0,57.0,12.0,23.0,389.0,,,,174.0,174.0,36.0,https://pypi.org/project/django-fixture-magic,18033.0,18033.0,3.0,,,,,
182,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,,[],graphql-api,Django registration and authentication with GraphQL.,19,True,PedroBern/django-graphql-auth,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2024-08-06 13:07:28,2022-06-17 09:46:13,276.0,,104.0,20.0,62.0,61.0,44.0,333.0,,,,745.0,745.0,16.0,https://pypi.org/project/django-graphql-auth,6409.0,6409.0,3.0,,,,,
183,django-custom-user,https://github.com/jcugat/django-custom-user,,[],custom-user,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,19,True,jcugat/django-custom-user,django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,60.0,16.0,58.0,1.0,23.0,316.0,,,,285.0,285.0,12.0,https://pypi.org/project/django-custom-user,19062.0,19062.0,2.0,,,,,
184,rodi,https://github.com/Neoteroi/rodi,,[],dependency-injection,Implementation of dependency injection for Python 3.,19,True,Neoteroi/rodi,rodi,https://github.com/Neoteroi/rodi,MIT,2018-10-03 21:23:57,2025-04-12 09:09:55,2025-04-12 09:08:02,75.0,1.0,16.0,7.0,43.0,4.0,18.0,209.0,2025-04-12 09:09:55,2.0.8,16.0,312.0,312.0,10.0,https://pypi.org/project/rodi,30484.0,30484.0,3.0,,,,,
185,PyTestArch,https://github.com/zyskarch/pytestarch,,[],architecture-testing,Test framework for software architecture based on imports between modules.,19,True,zyskarch/pytestarch,pytestarch,https://github.com/zyskarch/pytestarch,Apache-2.0,2022-09-20 15:33:54,2025-06-30 19:44:43,2025-04-01 17:24:33,239.0,,7.0,3.0,91.0,7.0,36.0,109.0,2025-04-01 17:28:11,4.0.0,26.0,9.0,9.0,11.0,https://pypi.org/project/pytestarch,26200.0,26200.0,1.0,,,,,
186,pyngo,https://github.com/yezz123/pyngo,,[],pydantic-integration,Pydantic model support for Django & Django-Rest-Framework.,19,True,yezz123/pyngo,pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2025-06-30 20:45:11,2025-05-17 13:36:48,244.0,5.0,8.0,3.0,217.0,,4.0,89.0,2025-05-17 13:37:06,2.4.0,15.0,24.0,24.0,8.0,https://pypi.org/project/pyngo,22263.0,22263.0,2.0,,,,,
187,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,,[],admin-interface-filters,Numeric filters for Django admin.,19,True,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,35.0,3.0,18.0,5.0,14.0,78.0,2023-02-16 07:52:21,0.1.9,3.0,207.0,207.0,14.0,https://pypi.org/project/django-admin-numeric-filter,13887.0,13887.0,1.0,,,,,
188,opyoid,https://github.com/illuin-tech/opyoid,,[],dependency-injection,Dependency injection library for Python.,19,True,illuin-tech/opyoid,opyoid,https://github.com/illuin-tech/opyoid,MIT,2020-08-24 20:51:50,2025-06-23 06:47:11,2025-06-20 12:00:54,307.0,21.0,6.0,3.0,176.0,,6.0,73.0,2025-05-16 08:32:31,3.0.3,28.0,30.0,30.0,6.0,https://pypi.org/project/opyoid,6966.0,6966.0,3.0,,,,,
189,shynet,https://github.com/milesmcc/shynet,,[],analytics-framework,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",18,True,milesmcc/shynet,shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-12-19 05:45:00,2024-12-19 05:45:00,517.0,,201.0,29.0,147.0,50.0,145.0,3045.0,2023-07-28 03:19:15,0.13.1,37.0,,,38.0,https://pypi.org/project/shynet,,,1.0,,,,,
190,django-react-boilerplate,https://github.com/vintasoftware/django-react-boilerplate,,[],project-templates,"Django 5, React, Bootstrap 5 with Python 3 and Webpack project boilerplate.",18,True,vintasoftware/django-react-boilerplate,,https://github.com/vintasoftware/django-react-boilerplate,MIT,2016-07-19 20:37:29,2025-06-26 21:18:32,2025-06-26 21:15:52,1182.0,2.0,520.0,62.0,382.0,26.0,273.0,2151.0,,,,,,53.0,,,,1.0,,,,,
191,merchant,https://github.com/agiliq/merchant,,[],payment-subscriptions,A Django app to accept payments from various payment processors via Pluggable backends.,18,False,agiliq/merchant,merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,164.0,58.0,86.0,23.0,42.0,1021.0,,,4.0,34.0,34.0,49.0,https://pypi.org/project/merchant,,,2.0,,,,,
192,Autotest (fully automated testing primarily designed to test the Linux kernel) dashboard backend.,https://github.com/autotest/autotest,,[],test-automation-system,Autotest - Fully automated tests on Linux.,18,True,autotest/autotest,,https://github.com/autotest/autotest,,2011-09-19 15:25:16,2024-02-21 07:51:13,2023-12-01 05:16:01,7843.0,,343.0,128.0,676.0,117.0,288.0,713.0,,,,39.0,39.0,295.0,,,,1.0,,,,,
193,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,[],value-as-a-service-framework,Django application for software-as-service and subscription businesses.,18,True,djaodjin/djaodjin-saas,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2025-06-14 19:51:40,2025-06-14 18:46:12,1974.0,18.0,128.0,24.0,199.0,14.0,98.0,593.0,,,,12.0,12.0,13.0,https://pypi.org/project/djaodjin-saas,498.0,498.0,1.0,,,,,
194,django-cryptography,https://github.com/georgemarshall/django-cryptography,,[],encrpyted-fields,Easily encrypt data in Django.,18,True,georgemarshall/django-cryptography,django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-11-18 05:40:33,2024-02-16 03:05:10,153.0,,78.0,17.0,44.0,42.0,32.0,399.0,2022-04-06 04:41:14,1.1,13.0,,,4.0,https://pypi.org/project/django-cryptography,193396.0,193396.0,1.0,,,,,
195,django-data-browser,https://github.com/tolomea/django-data-browser,,[],data-exploration,Django app for user friendly querying of Django models.,18,True,tolomea/django-data-browser,django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,,27.0,9.0,39.0,6.0,32.0,367.0,,,,40.0,40.0,10.0,https://pypi.org/project/django-data-browser,4150.0,4150.0,1.0,,,,,
196,django-bulma,https://github.com/timonweb/django-bulma,,[],mvt-bulma-css-framework-integration,Bulma theme for Django.,18,True,timonweb/django-bulma,django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2024-07-09 19:26:41,2024-06-26 09:43:36,131.0,,56.0,14.0,43.0,6.0,38.0,347.0,,,,537.0,537.0,15.0,https://pypi.org/project/django-bulma,3769.0,3769.0,1.0,,,,,
197,django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,,[],authentication-authorization,Provide OAuth2 access to your app.,18,True,caffeinehit/django-oauth2-provider,django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,MIT,2012-01-18 17:05:36,2024-08-12 23:29:21,2023-02-03 07:57:29,208.0,,184.0,24.0,92.0,40.0,25.0,337.0,,,,,,16.0,https://pypi.org/project/django-oauth2-provider,12450.0,12450.0,3.0,,,,,
198,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,[],finite-state-machine,Mixin and template tags to integrate django-fsm transitions into the django admin.,18,True,gadventures/django-fsm-admin,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2024-04-15 10:40:23,2022-10-25 08:26:59,123.0,,94.0,28.0,66.0,19.0,20.0,202.0,,,,379.0,379.0,33.0,https://pypi.org/project/django-fsm-admin,14888.0,14888.0,3.0,,,,,
199,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,,[],encrpyted-fields,Fernet symmetric encryption for Django model fields.,18,False,orcasgit/django-fernet-fields,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2024-05-09 01:48:26,2019-05-10 16:41:45,129.0,,67.0,5.0,25.0,9.0,7.0,196.0,,,,742.0,742.0,9.0,https://pypi.org/project/django-fernet-fields,30171.0,30171.0,1.0,,,,,
200,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,[],admin-interface-actions,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",18,True,trangpham/django-admin-confirm,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2025-05-07 17:05:47,2025-05-06 21:06:57,81.0,3.0,18.0,3.0,37.0,10.0,24.0,134.0,2025-04-21 05:33:28,1.0.1,9.0,101.0,101.0,10.0,https://pypi.org/project/django-admin-confirm,51336.0,51336.0,3.0,,,,,
201,django-phone-field,https://github.com/VeryApt/django-phone-field,,[],fields-phone-numbers,Lightweight model and form field for phone numbers in Django.,18,False,VeryApt/django-phone-field,django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,51.0,2020-06-10 01:16:07,1.8.1,8.0,3239.0,3239.0,4.0,https://pypi.org/project/django-phone-field,23567.0,23567.0,3.0,,,,,
202,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,,[],event-bus,Kafka implementation for Open edX event bus.,18,False,openedx/event-bus-kafka,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,AGPL-3.0,2022-06-11 18:50:06,2025-06-24 02:34:23,2025-04-30 11:56:20,272.0,9.0,4.0,38.0,277.0,7.0,33.0,7.0,2025-04-11 10:07:44,6.1.0,68.0,,,24.0,https://pypi.org/project/edx-event-bus-kafka,52976.0,52976.0,1.0,,,,,
203,silver,https://github.com/silverapp/silver,,[],payment-subscriptions,Automated billing and payments for Django with a REST API.,17,True,silverapp/silver,silver,https://github.com/silverapp/silver,,2014-10-07 11:39:38,2025-01-21 10:45:12,2025-01-21 10:45:07,1863.0,,80.0,21.0,311.0,51.0,337.0,307.0,,,,11.0,11.0,24.0,https://pypi.org/project/silver,44.0,44.0,2.0,,,,,
204,django-sendsms,https://github.com/stefanfoulis/django-sendsms,,[],messaging,A simple API to send SMS messages. It is modeled after the django email api.,17,True,stefanfoulis/django-sendsms,django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,88.0,14.0,38.0,5.0,19.0,262.0,,,,385.0,385.0,19.0,https://pypi.org/project/django-sendsms,6528.0,6528.0,2.0,,,,,
205,django-audit-log,https://github.com/vvangelovski/django-audit-log,,[],fields-versioning,Audit log for your Django models.,17,False,vvangelovski/django-audit-log,django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,85.0,8.0,30.0,27.0,16.0,232.0,2015-01-23 12:59:33,0.6.0,2.0,270.0,270.0,10.0,https://pypi.org/project/django-audit-log,2910.0,2910.0,3.0,,,,,
206,openwisp-monitoring,https://github.com/openwisp/openwisp-monitoring,,[],others,"Network monitoring system written in Python and Django, designed to be extensible, programmable, scalable and easy to..",17,True,openwisp/openwisp-monitoring,,https://github.com/openwisp/openwisp-monitoring,,2020-03-20 00:56:22,2025-06-28 05:15:56,2025-06-23 22:03:22,629.0,16.0,139.0,13.0,380.0,37.0,259.0,183.0,2025-01-31 13:45:03,1.1.2,9.0,4.0,4.0,25.0,,,,1.0,,,,,
207,django-improved-user,https://github.com/jambonrose/django-improved-user,,[],custom-user,A custom Django user that authenticates via email. Follows identity and authentication best practices.,17,True,jambonsw/django-improved-user,django-improved-user,https://github.com/jambonrose/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2025-06-23 18:04:38,2024-08-08 13:18:10,128.0,,14.0,2.0,311.0,,10.0,154.0,2024-08-06 20:41:37,2.1.0,8.0,44.0,44.0,8.0,https://pypi.org/project/django-improved-user,3730.0,3730.0,3.0,,jambonrose/django-improved-user,,,
208,django-mirage-field,https://github.com/luojilab/django-mirage-field,,[],encrpyted-fields,"Django model field encrypt/decrypt your data, keep secret in database.",17,True,luojilab/django-mirage-field,django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,14.0,13.0,2.0,12.0,93.0,2022-03-14 08:47:26,1.4.0,17.0,104.0,104.0,9.0,https://pypi.org/project/django-mirage-field,48242.0,48242.0,2.0,,,,,
209,django-rest-pandas,https://github.com/wq/django-rest-pandas,,[],restful-api-drf,Serves up Pandas dataframes via the Django REST Framework for use in client-side (i.e. d3.js) visualizations and..,16,True,wq/django-rest-pandas,django-rest-pandas,https://github.com/wq/django-rest-pandas,MIT,2014-01-08 00:20:37,2025-03-29 01:49:15,2024-04-04 16:54:21,207.0,,122.0,48.0,13.0,8.0,32.0,1274.0,2019-03-28 04:18:00,1.1.0,12.0,,,3.0,https://pypi.org/project/django-rest-pandas,,,3.0,,,,,
210,mixer,https://github.com/klen/mixer,,[],example-data,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",16,True,klen/mixer,mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,92.0,10.0,110.0,38.0,49.0,948.0,,,,,,43.0,https://pypi.org/project/mixer,182616.0,182616.0,3.0,,,,,
211,django-scopes,https://github.com/raphaelm/django-scopes,,[],multiple-tenants,Safely separate multiple tenants in a Django database.,16,True,raphaelm/django-scopes,django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2025-05-29 08:52:02,2025-05-29 08:52:01,43.0,1.0,15.0,11.0,16.0,12.0,7.0,240.0,,,,117.0,117.0,6.0,https://pypi.org/project/django-scopes,14653.0,14653.0,3.0,,,,,
212,django-fastdev,https://github.com/boxed/django-fastdev,,[],development,"An app to make it safer, faster and more fun to develop in Django.",16,True,boxed/django-fastdev,django-fastdev,https://github.com/boxed/django-fastdev,BSD-3-Clause,2020-08-07 11:45:15,2025-05-15 07:35:39,2025-05-15 07:35:39,126.0,4.0,15.0,8.0,23.0,16.0,18.0,192.0,,,,105.0,105.0,11.0,https://pypi.org/project/django-fastdev,6863.0,6863.0,3.0,,,,,
213,injectable,https://github.com/roo-oliv/injectable,,[],dependency-injection,Python Dependency Injection for Humans.,16,True,roo-oliv/injectable,injectable,https://github.com/roo-oliv/injectable,MIT,2018-02-04 20:26:28,2024-08-05 15:13:11,2024-08-05 15:13:07,159.0,,10.0,3.0,91.0,5.0,16.0,116.0,2024-08-05 14:04:10,4.0.1,31.0,27.0,27.0,6.0,https://pypi.org/project/injectable,4252.0,4252.0,3.0,,,,,
214,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,[],fields-versioning,Django signals for changed fields.,16,True,craigds/django-fieldsignals,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,7.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,347.0,347.0,5.0,https://pypi.org/project/django-fieldsignals,35581.0,35581.0,3.0,,,,,
215,djantic2,https://github.com/jonathan-s/djantic2,,[],pydantic-integration,Pydantic model support for Django.,16,True,jonathan-s/djantic2,djantic,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2025-05-27 19:54:11,2025-05-27 19:54:11,161.0,7.0,10.0,4.0,13.0,6.0,9.0,76.0,2024-12-08 21:07:39,1.0.5,4.0,5.0,5.0,9.0,https://pypi.org/project/djantic,7642.0,7642.0,3.0,,,,,
216,django-subscriptions,https://github.com/kogan/django-subscriptions,,[],payment-subscriptions,A django package for managing subscription states.,16,True,kogan/django-subscriptions,django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,23.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,19.0,19.0,2.0,https://pypi.org/project/django-subscriptions,10348.0,10348.0,3.0,,,,,
217,modern-di,https://github.com/modern-python/modern-di,,[],dependency-injection,Powerful DI-framework with scopes.,16,True,modern-python/modern-di,modern-di,https://github.com/modern-python/modern-di,MIT,2024-10-27 18:08:41,2025-05-20 14:55:05,2025-05-20 14:54:05,204.0,15.0,4.0,1.0,36.0,2.0,27.0,39.0,2025-05-20 14:55:05,litestar-0.7.1,50.0,5.0,5.0,4.0,https://pypi.org/project/modern-di,804.0,804.0,3.0,,,,,
218,django-trackstats,https://github.com/pennersr/django-trackstats,,[],statistics,Keep track of your statistics.,15,True,pennersr/django-trackstats,django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,39.0,11.0,13.0,4.0,8.0,450.0,,,,28.0,28.0,9.0,https://pypi.org/project/django-trackstats,1286.0,1286.0,1.0,,,,,
219,pytailwindcss,https://github.com/timonweb/pytailwindcss,,[],mvt-tailwind-css-framework-integration,,15,False,timonweb/pytailwindcss,pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2023-06-23 21:23:14,2023-06-23 21:22:46,27.0,,10.0,4.0,3.0,5.0,7.0,337.0,,,,451.0,451.0,2.0,https://pypi.org/project/pytailwindcss,23065.0,23065.0,3.0,,,,,
220,Zango,https://github.com/Healthlane-Technologies/Zango,,[],project-templates,Django meta-framework for building enterprise-ready custom business applications.,15,True,Healthlane-Technologies/Zango,,https://github.com/Healthlane-Technologies/Zango,,2023-06-17 18:28:26,2025-06-30 09:13:51,2025-06-17 14:53:04,146.0,19.0,60.0,8.0,348.0,24.0,28.0,302.0,2025-06-17 14:54:36,0.6.1,16.0,6.0,6.0,15.0,,,,2.0,,,,,
221,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,,[],payment-subscriptions,A subscription and recurrent billing application for Django.,15,True,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2024-06-21 14:11:55,2020-09-11 20:55:19,197.0,,52.0,4.0,268.0,27.0,23.0,250.0,,,,31.0,31.0,14.0,https://pypi.org/project/django-flexible-subscriptions,264.0,264.0,3.0,,,,,
